0:	1.094263188861E-05
1:	1.928583878907E-05
2:	2.676476469787E-05
3:	3.502975960146E-05
4:	4.408819950186E-05
5:	5.203424734646E-05
6:	5.953038635198E-05
7:	6.627853144892E-05
8:	7.232712232508E-05
9:	7.899924821686E-05
10:	8.506424637744E-05
11:	9.186219540425E-05
12:	9.926514758263E-05
13:	1.047314653988E-04
14:	1.091457306757E-04
15:	1.144290363300E-04
16:	1.203984866152E-04
17:	1.270945940632E-04
18:	1.334106054856E-04
19:	1.388123200741E-04
20:	1.437415921828E-04
21:	1.493042800575E-04
22:	1.561936660437E-04
23:	1.638615794946E-04
24:	1.707957126200E-04
25:	1.766262721503E-04
26:	1.817811426008E-04
27:	1.873895962490E-04
28:	1.940113288583E-04
29:	2.010596217588E-04
30:	2.077353419736E-04
31:	2.136301627615E-04
32:	2.191658422817E-04
33:	2.250206744066E-04
34:	2.314727753401E-04
35:	2.382305247011E-04
36:	2.447714796290E-04
37:	2.508106117602E-04
38:	2.565566392150E-04
39:	2.625045599416E-04
40:	2.688999811653E-04
41:	2.755408640951E-04
42:	2.820181252901E-04
43:	2.881226537284E-04
44:	2.941380662378E-04
45:	3.004859318025E-04
46:	3.070819075219E-04
47:	3.138318134006E-04
48:	3.205216489732E-04
49:	3.270212619100E-04
50:	3.334156644996E-04
51:	3.398940607440E-04
52:	3.465711197350E-04
53:	3.533709095791E-04
54:	3.601131902542E-04
55:	3.667160926852E-04
56:	3.732555778697E-04
57:	3.798636025749E-04
58:	3.866025072057E-04
59:	3.934233973268E-04
60:	4.002239147667E-04
61:	4.069422138855E-04
62:	4.136119678151E-04
63:	4.203303833492E-04
64:	4.271577345207E-04
65:	4.340581654105E-04
66:	4.409517569002E-04
67:	4.477985203266E-04
68:	4.546356503852E-04
69:	4.615254292730E-04
70:	4.684948944487E-04
71:	4.755251284223E-04
72:	4.826104268432E-04
73:	4.896793980151E-04
74:	4.967461572960E-04
75:	5.038554663770E-04
76:	5.110361380503E-04
77:	5.182704771869E-04
78:	5.255173891783E-04
79:	5.327570834197E-04
80:	5.400074878708E-04
81:	5.472968914546E-04
82:	5.546370521188E-04
83:	5.620188894682E-04
84:	5.694217397831E-04
85:	5.768301198259E-04
86:	5.842481623404E-04
87:	5.916972877458E-04
88:	5.991921643727E-04
89:	6.067238282412E-04
90:	6.142744095996E-04
91:	6.218327907845E-04
92:	6.294086342677E-04
93:	6.370150367729E-04
94:	6.446558982134E-04
95:	6.523274932988E-04
96:	6.600207416341E-04
97:	6.677299970761E-04
98:	6.754545611329E-04
99:	6.832047947682E-04
100:	6.909891380928E-04
101:	6.988031673245E-04
102:	7.066373946145E-04
103:	7.144875125960E-04
104:	7.223591674119E-04
105:	7.302581798285E-04
106:	7.381882751361E-04
107:	7.461479981430E-04
108:	7.541356026195E-04
109:	7.621489348821E-04
110:	7.701881695539E-04
111:	7.782568573020E-04
112:	7.863597129472E-04
113:	7.944926037453E-04
114:	8.026506984606E-04
115:	8.108319598250E-04
116:	8.190387161449E-04
117:	8.272732957266E-04
118:	8.355351747014E-04
119:	8.438238874078E-04
120:	8.521369891241E-04
121:	8.604715112597E-04
122:	8.688274538144E-04
123:	8.772047585808E-04
124:	8.856059866957E-04
125:	8.940289844759E-04
126:	9.024703758769E-04
127:	9.109294624068E-04
128:	9.194053709507E-04
129:	9.279010700993E-04
130:	9.364145807922E-04
131:	9.449446806684E-04
132:	9.534904384054E-04
133:	9.620503988117E-04
134:	9.706233977340E-04
135:	9.792093187571E-04
136:	9.878101991490E-04
137:	9.964245837182E-04
138:	1.005049329251E-03
139:	1.013683853671E-03
140:	1.022328040563E-03
141:	1.030983054079E-03
142:	1.039646798745E-03
143:	1.048318343237E-03
144:	1.056997571141E-03
145:	1.065683201887E-03
146:	1.074373605661E-03
147:	1.083069364540E-03
148:	1.091772224754E-03
149:	1.100478461012E-03
150:	1.109187724069E-03
151:	1.117898034863E-03
152:	1.126612420194E-03
153:	1.135327620432E-03
154:	1.144043286331E-03
155:	1.152759185061E-03
156:	1.161474385299E-03
157:	1.170187955722E-03
158:	1.178899081424E-03
159:	1.187607413158E-03
160:	1.196313300170E-03
161:	1.205014879815E-03
162:	1.213712850586E-03
163:	1.222403254360E-03
164:	1.231088303030E-03
165:	1.239766133949E-03
166:	1.248437794857E-03
167:	1.257099676877E-03
168:	1.265754224733E-03
169:	1.274398411624E-03
170:	1.283032004721E-03
171:	1.291655818932E-03
172:	1.300266594626E-03
173:	1.308866660111E-03
174:	1.317452639341E-03
175:	1.326025580056E-03
176:	1.334583037533E-03
177:	1.343125244603E-03
178:	1.351652434096E-03
179:	1.360162859783E-03
180:	1.368655823171E-03
181:	1.377131324261E-03
182:	1.385586103424E-03
183:	1.394023187459E-03
184:	1.402438967489E-03
185:	1.410836353898E-03
186:	1.419209875166E-03
187:	1.427560928278E-03
188:	1.435888116248E-03
189:	1.444192253985E-03
190:	1.452472293749E-03
